Metadata:
title: London Average Air Quality Levels
summary: The data shows roadside and background average readings for Nitric Oxide, Nitrogen Dioxide, Oxides of Nitrogen, Ozone, Particulate Matter (PM10 and PM2.5), and Sulphur Dioxide. Measured in Micrograms per Cubic Meter of Air (ug/m3). The spreadsheet shows which Index level each reading falls in, and contains charts showing pollutant levels by time of day per month.



Trend graphs of Nitrogen Dioxide and Particulate Matter PM2.5 are on the London Dashboard.



Link to GLA Air Quality page
links: https://data.london.gov.uk/download/london-average-air-quality-levels/576175f3-b515-4c77-a6a2-6e222a3e5340/air-quality-london-time-of-day.csv
name: 576175f3-b515-4c77-a6a2-6e222a3e5340
publisher: King'S College London
topic: Air-Pollution, Air-Quality, Aq, Daily, Emissions, Hourly, Index, Levels, Monitoring, Nitrogen-Dioxide, No, No2, Nox, O3, Particulate-Matter, Pm10, Pm25, Pollution, So2
format: Csv

Month (text),GMT,London Mean Roadside:Nitric Oxide (ug/m3),London Mean Roadside:Nitrogen Dioxide (ug/m3),London Mean Roadside:Oxides of Nitrogen (ug/m3),London Mean Roadside:Ozone (ug/m3),London Mean Roadside:PM10 Particulate (ug/m3),London Mean Roadside:PM2.5 Particulate (ug/m3),London Mean Roadside:Sulphur Dioxide (ug/m3),London Mean Background:Nitric Oxide (ug/m3),London Mean Background:Nitrogen Dioxide (ug/m3),London Mean Background:Oxides of Nitrogen (ug/m3),London Mean Background:Ozone (ug/m3),London Mean Background:PM10 Particulate (ug/m3),London Mean Background:PM2.5 Particulate (ug/m3),London Mean Background:Sulphur Dioxide (ug/m3)
Oct-13,02:00,34.6,28.5,63.0,26.4,20.5,11.2,2.2,12.9,21.0,33.9,31.5,16.9,10.2,3.0
Oct-13,03:00,38.7,29.0,67.6,26.2,20.0,10.6,2.3,13.5,20.5,33.9,31.7,16.0,9.8,3.1
Oct-13,04:00,56.2,35.0,91.1,23.7,20.4,10.9,2.8,17.7,23.4,40.9,30.1,15.9,9.8,3.3
Oct-13,05:00,99.0,48.5,147.5,18.6,23.5,12.7,3.5,29.8,30.4,60.0,25.4,16.5,10.1,3.7
Oct-13,06:00,146.1,61.1,207.2,15.2,27.1,13.7,4.0,46.6,38.3,84.6,20.3,17.9,10.9,4.4
Oct-13,07:00,165.5,65.3,230.8,14.5,28.3,14.3,4.4,57.8,41.9,99.4,19.1,19.6,11.8,4.8
Oct-13,08:00,159.2,65.6,224.7,16.0,29.4,14.3,4.5,51.5,40.4,91.2,22.0,20.4,12.1,4.6
Oct-13,09:00,139.0,62.0,201.0,18.9,28.7,13.8,4.1,37.9,36.1,73.5,26.6,19.7,11.2,4.4
Oct-13,10:00,119.1,58.5,177.5,21.3,28.1,12.9,3.9,27.0,31.8,58.3,31.5,17.9,10.4,3.9
Oct-13,11:00,106.6,56.8,163.3,23.6,26.8,11.9,3.7,21.3,28.5,49.9,36.2,17.5,9.8,3.8
Oct-13,12:00,101.8,56.2,158.0,24.4,26.4,11.5,3.6,19.0,27.8,47.5,37.4,16.9,9.4,3.6
Oct-13,13:00,99.5,55.9,155.3,24.7,26.0,11.2,3.6,18.1,27.6,45.6,38.2,16.6,8.9,3.5
Oct-13,14:00,99.4,57.4,156.8,24.8,25.3,11.2,3.3,18.1,28.8,46.7,38.0,16.6,8.7,3.4
Oct-13,15:00,96.1,59.6,155.6,24.3,25.2,11.6,3.1,16.3,31.0,47.2,36.9,17.1,9,3.4
Oct-13,16:00,98.5,63.7,162.1,21.9,25.7,12.3,3.2,15.3,35.6,51.2,32.0,17.2,9.6,3.4
Oct-13,17:00,107.0,68.2,175.1,18.1,27.4,14.0,2.8,19.1,42.1,61.0,25.1,18.3,10.7,3.5
Oct-13,18:00,104.0,66.9,170.9,17.5,28.3,14.1,2.8,24.4,44.1,68.4,22.9,19.6,11.9,3.6
Oct-13,19:00,92.3,61.6,153.8,18.0,28.1,14.6,2.7,25.7,42.2,67.8,23.2,20.5,12.2,3.6
Oct-13,20:00,78.3,54.4,132.6,20.0,27.5,14.1,2.6,23.9,38.5,62.3,25.2,20.5,12.1,3.4
Oct-13,21:00,75.0,51.4,126.3,20.5,26.9,13.9,2.5,21.5,35.3,56.7,25.8,20.0,12,3.3
Oct-13,22:00,68.2,47.3,115.4,21.0,25.2,13.1,2.4,20.1,32.3,52.3,26.5,19.3,11.5,3.5
Oct-13,23:00,56.7,41.7,98.3,22.5,23.9,11.9,2.3,17.6,28.4,46.0,28.4,18.3,10.7,3.3
Nov-13,00:00,87.5,51.7,139.2,14.6,24.8,15.2,3.7,35.6,37.8,72.4,21.1,19.2,13.8,5.1
Nov-13,01:00,65.1,44.5,109.6,18.5,22.4,13.5,3.1,29.5,34.5,63.9,24.5,17.8,12.7,5.0
Nov-13,02:00,50.6,38.1,88.7,20.6,20.2,12.5,2.7,25.0,30.0,54.9,26.3,16.4,12.2,4.3
Nov-13,03:00,46.6,35.5,82.1,21.3,19.2,11.9,2.5,21.6,27.6,49.2,27.1,15.5,11.2,4.2
Nov-13,04:00,50.1,36.8,86.9,20.3,18.2,11.3,2.7,20.0,27.7,47.6,26.4,14.7,10.7,4.2
Nov-13,05:00,70.2,43.5,113.6,17.0,18.8,11.2,3.3,22.8,30.8,53.5,24.1,13.9,10.1,4.3
Nov-13,06:00,119.2,57.6,176.7,13.3,22.1,12.1,4.5,34.4,38.5,72.8,20.0,14.6,10.3,4.7
Nov-13,07:00,172.8,70.6,243.3,10.1,25.5,13.4,5.3,51.5,46.6,98.0,14.9,16.4,11.1,5.4
Nov-13,08:00,191.0,73.6,264.5,9.9,27.8,14.2,5.1,64.0,48.9,112.9,14.7,18.4,11.8,6.0
Nov-13,09:00,184.7,72.2,256.8,11.6,29.8,14.3,5.0,61.9,46.8,108.6,18.1,19.4,12.5,5.8
Nov-13,10:00,171.0,69.9,240.8,14.0,30.4,14.3,4.6,53.7,43.9,97.6,21.9,19.2,11.8,5.8
Nov-13,11:00,150.8,67.4,218.2,16.2,29.2,14.0,4.5,44.7,41.1,85.7,25.6,18.4,11.4,5.6
Nov-13,12:00,133.4,65.3,198.6,18.2,28.4,13.0,4.2,36.8,39.1,75.9,29.1,17.8,10.2,5.3
Nov-13,13:00,124.3,64.4,188.8,19.2,28.0,12.7,4.2,30.2,37.9,68.3,31.0,17.2,10.2,5.1
Nov-13,14:00,126.0,66.0,191.9,18.3,27.8,12.8,4.2,29.0,38.9,67.8,29.9,17.2,10.2,5.1
Nov-13,15:00,133.9,71.4,205.3,15.0,28.5,13.0,4.4,30.6,44.5,74.9,24.4,18.3,10.8,5.0
Nov-13,16:00,145.9,78.2,224.0,11.4,29.6,14.2,4.7,36.1,52.3,88.3,17.2,19.8,11.6,5.2
Nov-13,17:00,151.4,80.2,231.6,9.6,30.5,15.8,4.7,44.2,56.1,100.3,14.3,20.8,13.3,5.4
Nov-13,18:00,152.2,78.8,230.9,9.4,32.1,17.9,4.8,46.6,55.9,102.3,14.1,21.9,15,5.3
Nov-13,19:00,140.6,74.6,215.2,9.9,32.8,19.2,4.4,48.0,54.6,102.4,14.6,23.4,16.4,5.4
Nov-13,20:00,122.8,69.6,192.3,10.0,33.0,20.3,4.2,46.0,52.9,98.7,14.5,24.6,17,5.3
Nov-13,21:00,117.1,65.4,182.4,10.2,32.3,20.3,4.4,43.8,50.0,93.7,14.8,24.0,17,5.0
Nov-13,22:00,115.7,62.0,177.7,11.1,30.8,18.9,4.4,44.1,46.8,90.8,15.7,22.7,16.6,5.0
Nov-13,23:00,104.8,58.0,162.8,12.3,28.5,17.3,4.1,42.7,43.2,85.8,17.2,21.4,15.7,5.1
Dec-13,00:00,87.3,47.0,134.4,27.6,24.4,14.8,2.6,39.8,35.2,73.5,33.9,19.3,13.4,4.8
Dec-13,01:00,65.5,41.3,106.9,30.5,21.8,13.7,2.4,28.9,32.0,60.2,35.9,17.7,12.2,4.7
Dec-13,02:00,46.4,34.2,80.7,31.9,19.9,12.2,2.0,21.7,27.2,48.6,37.5,16.2,11.2,3.9
Dec-13,03:00,43.4,32.4,75.9,33.2,19.0,11.5,1.7,18.9,25.3,43.8,38.6,15.6,10.9,4.0
Dec-13,04:00,46.3,32.9,79.4,33.1,18.4,11.1,2.4,17.9,25.2,42.7,38.1,15.0,10.6,3.9
Dec-13,05:00,64.1,39.8,104.0,29.8,19.6,11.1,2.6,22.6,29.3,51.5,35.0,15.1,10.4,4.1
Dec-13,06:00,104.1,52.4,156.8,25.5,21.9,12.2,3.2,34.4,37.6,71.5,30.1,15.8,10.6,4.4
Dec-13,07:00,144.3,62.5,207.0,22.4,24.8,13.3,3.7,48.1,44.8,92.4,25.9,17.1,11.1,4.8
Dec-13,08:00,163.7,66.6,230.7,21.6,26.5,13.8,4.0,62.6,48.5,110.5,24.8,18.3,11.6,5.2
Dec-13,09:00,162.8,66.9,230.1,22.4,28.4,14.1,4.2,64.8,47.3,111.4,27.2,19.8,12.1,5.4
Dec-13,10:00,151.4,64.8,216.6,24.8,28.3,14.4,3.7,55.4,43.6,98.5,30.6,19.9,12.2,5.1
Dec-13,11:00,133.0,62.4,195.7,26.2,28.7,14.3,3.1,47.7,41.1,87.8,33.8,19.5,12.2,5.1
Dec-13,12:00,125.7,62.1,188.1,27.0,29.2,13.6,3.0,38.3,39.5,77.3,35.9,19.2,11.8,4.7
Dec-13,13:00,121.1,62.7,184.2,26.7,29.0,13.5,2.9,34.8,39.6,73.9,36.7,18.8,12,4.7
Dec-13,14:00,124.8,65.1,190.3,25.7,28.9,14.1,2.9,36.6,41.5,78.2,34.7,19.0,12.3,4.7
Dec-13,15:00,134.1,69.6,204.2,22.3,29.4,15.4,3.2,42.3,47.0,89.0,29.5,19.6,12.6,4.8
Dec-13,16:00,144.5,74.1,218.9,19.3,29.9,16.6,3.4,50.2,52.4,101.8,25.0,20.6,13.9,5.2
Dec-13,17:00,148.0,75.3,223.8,18.3,30.3,17.5,3.7,55.5,55.2,109.9,23.3,21.1,14.6,5.4
Dec-13,18:00,147.2,74.6,222.3,19.0,29.8,17.6,3.7,56.9,55.8,111.9,22.9,21.0,14.9,5.4
Dec-13,19:00,135.9,72.0,208.3,20.1,30.2,17.2,3.5,58.4,55.0,112.6,23.8,21.9,15.6,5.4
Dec-13,20:00,117.5,65.7,183.6,21.3,29.5,17.3,3.2,56.0,51.8,106.9,25.0,22.0,16,5.2
Dec-13,21:00,109.3,59.6,169.2,23.1,28.2,17.4,3.2,51.5,47.2,98.0,27.4,21.5,15.4,5.1
Dec-13,22:00,102.2,55.6,158.1,24.9,27.6,16.5,3.1,46.0,42.5,87.9,30.2,20.8,14.8,5.0
Dec-13,23:00,90.9,49.7,140.8,27.4,25.5,15.2,2.9,40.2,37.2,76.9,33.5,19.7,13.7,4.8
Jan-14,00:00,76.3,43.8,120.0,31.7,19.7,12.1,1.5,87.2,30.0,67.9,38.8,16.2,10.6,4.3
Jan-14,01:00,63.7,38.8,102.4,34.7,17.7,10.4,1.3,34.2,27.8,62.4,40.2,15.1,9.9,4.4
Jan-14,02:00,49.4,31.7,81.0,35.4,16.9,9.6,1.0,29.3,24.4,53.6,41.3,14.8,9.5,3.9
Jan-14,03:00,45.4,30.6,76.0,35.0,17.3,9.6,0.8,26.7,22.8,48.5,41.2,15.2,9.5,3.9
Jan-14,04:00,47.7,32.1,79.8,33.8,17.4,9.2,1.0,26.2,23.6,47.9,39.9,14.8,9.4,3.9
Jan-14,05:00,66.9,40.4,107.3,28.9,18.7,10.0,1.5,30.3,28.5,57.3,36.4,15.0,9.2,4.0
Jan-14,06:00,113.3,56.1,169.4,22.7,20.7,11.1,2.5,44.9,38.3,80.9,30.6,15.5,9.6,4.5
Jan-14,07:00,161.5,68.9,230.4,19.7,21.7,11.5,2.7,63.7,47.2,108.6,26.2,15.2,10,5.0
Jan-14,08:00,177.9,73.7,251.6,18.4,22.7,11.6,3.0,73.7,52.0,122.9,24.2,16.2,9.8,5.0
Jan-14,09:00,169.1,72.2,241.3,20.1,23.8,11.2,2.8,67.4,50.0,114.3,26.1,17.3,10.2,4.8
Jan-14,10:00,147.3,66.8,214.1,23.5,23.6,11.4,2.4,57.1,44.5,98.4,31.2,17.1,10.5,4.8
Jan-14,11:00,127.5,62.7,190.1,25.7,24.7,11.4,2.2,45.7,39.5,83.9,36.2,16.8,10.5,4.5
Jan-14,12:00,114.2,60.1,174.2,27.3,25.4,10.8,1.9,35.6,36.2,70.4,39.4,16.6,9.9,4.1
Jan-14,13:00,107.1,59.1,166.2,27.7,25.2,10.2,1.7,30.2,35.3,63.5,40.7,16.4,9.7,3.8
Jan-14,14:00,105.9,60.9,166.7,26.9,25.3,10.5,1.8,27.4,36.5,61.5,39.5,16.4,9.9,3.7
Jan-14,15:00,110.1,65.8,175.9,24.5,24.8,11.0,1.8,27.8,41.0,65.9,36.1,16.5,11.1,3.6
Jan-14,16:00,117.0,70.2,187.2,22.3,25.0,12.1,1.6,31.5,46.3,75.1,32.1,17.3,10.4,3.7
Jan-14,17:00,126.4,73.8,200.2,20.3,24.8,13.0,1.5,38.3,50.3,85.8,29.2,17.7,11.2,4.0
Jan-14,18:00,122.8,71.1,193.9,20.8,24.5,13.7,1.5,40.3,49.2,87.4,29.6,17.7,12,4.2
Jan-14,19:00,107.4,64.8,172.2,23.3,24.5,13.6,1.5,41.0,46.2,85.5,31.3,18.0,12.8,4.2
Jan-14,20:00,94.9,57.7,152.6,25.4,24.3,14.4,1.5,40.5,42.4,81.5,33.2,18.2,12.7,4.1
Jan-14,21:00,90.6,53.1,143.6,26.6,23.0,14.0,1.8,40.3,38.7,77.3,34.8,17.9,12.3,4.1
Jan-14,22:00,91.9,51.3,143.1,26.7,22.2,13.3,1.8,40.9,36.7,76.4,34.5,17.6,12,4.2
Jan-14,23:00,80.6,46.4,126.9,28.2,20.8,12.6,1.7,39.9,33.2,72.6,36.7,16.7,11.3,4.2
Feb-14,00:00,36.2,36.2,72.5,40.2,17.4,7.9,2.2,8.1,22.3,29.0,47.7,14.4,8,2.8
Feb-14,01:00,24.0,29.5,53.4,43.1,15.6,7.3,2.2,5.7,19.9,25.1,50.3,13.4,7.4,2.9
Feb-14,02:00,15.6,22.6,38.2,45.2,14.2,6.7,2.1,4.7,16.0,20.6,52.9,12.3,6.5,3.1
Feb-14,03:00,15.9,21.9,37.8,45.4,13.7,5.9,2.1,4.3,14.8,18.6,53.0,11.9,6,3.1
Feb-14,04:00,22.3,25.8,48.1,41.6,13.8,6.1,2.2,5.2,16.7,20.6,50.5,11.5,6.2,3.2
Feb-14,05:00,39.8,34.6,74.4,35.2,15.2,6.5,2.7,8.6,22.8,29.5,46.2,12.1,6.3,3.3
Feb-14,06:00,83.7,52.7,136.4,27.3,18.4,7.9,3.6,18.5,34.1,49.0,39.5,13.1,6.2,3.5
Feb-14,07:00,122.5,64.9,187.4,24.1,20.2,8.6,3.6,27.9,42.8,66.4,34.1,13.8,7.2,3.6
Feb-14,08:00,122.7,64.2,187.0,26.0,20.5,8.4,3.4,29.8,42.0,67.9,35.6,14.5,7.3,3.6
Feb-14,09:00,117.3,59.8,177.1,29.1,22.2,9.1,3.4,27.6,36.9,61.2,40.4,17.3,9.8,3.5
Feb-14,10:00,103.3,55.0,158.3,33.0,21.8,8.7,3.3,21.6,30.2,49.3,46.6,15.7,7.8,3.3
Feb-14,11:00,92.0,51.9,143.9,35.7,21.9,8.7,3.2,18.5,27.4,43.3,50.1,14.9,7.7,3.3
Feb-14,12:00,86.1,50.9,137.0,36.4,22.3,8.5,3.1,16.5,25.7,39.8,52.3,14.0,7.5,4.4
Feb-14,13:00,83.5,50.5,134.0,36.9,21.2,8.1,3.0,15.1,24.8,37.6,53.3,13.9,7.6,3.5
Feb-14,14:00,84.0,52.4,136.4,36.4,20.4,8.1,3.3,15.1,26.2,38.3,52.6,13.9,7.1,3.2
Feb-14,15:00,89.5,56.8,146.3,34.3,20.9,8.4,3.2,16.2,29.7,43.1,49.9,15.1,7.3,3.1
Feb-14,16:00,87.1,59.1,146.3,31.8,21.7,9.1,2.9,15.6,33.6,46.1,46.3,14.9,7.9,3.2
Feb-14,17:00,93.1,64.7,157.8,27.3,22.7,10.1,2.9,17.3,40.0,53.9,40.3,16.4,9.2,3.3
Feb-14,18:00,88.9,64.2,153.1,27.2,22.7,10.2,2.7,15.8,41.1,53.6,39.1,16.4,9.3,3.2
Feb-14,19:00,75.8,59.3,135.0,29.6,22.0,10.0,2.5,13.9,38.5,49.3,40.6,16.4,9.9,3.2
Feb-14,20:00,59.8,52.5,112.3,31.7,21.6,10.2,2.4,11.8,35.1,44.2,42.5,16.5,9.9,3.3
Feb-14,21:00,53.8,47.8,101.7,33.2,21.1,10.1,2.5,10.5,31.9,40.1,43.7,16.9,9.6,3.2
Feb-14,22:00,53.4,45.5,98.9,34.5,20.8,9.8,2.4,10.9,29.6,38.3,44.6,16.3,9.2,3.3
Feb-14,23:00,43.6,40.1,83.7,36.6,19.6,9.0,2.4,9.9,26.3,35.0,46.3,15.9,8.9,3.3
Mar-14,00:00,69.9,60.9,131.3,20.6,32.9,24.1,3.0,29.2,43.5,73.2,27.2,27.3,24.2,4.6
Mar-14,01:00,54.0,54.0,108.1,22.0,31.2,23.5,2.7,26.0,40.4,67.6,27.9,26.1,23.3,4.7
Mar-14,02:00,45.4,45.7,91.1,22.5,29.9,22.8,2.3,22.2,35.5,57.4,28.9,25.0,22.6,3.8
Mar-14,03:00,46.7,43.8,90.5,22.4,29.3,22.4,2.2,23.3,33.7,56.6,28.1,24.7,22.3,4.0
Mar-14,04:00,56.6,45.0,101.6,21.5,29.6,22.7,2.5,25.9,33.4,58.7,27.9,24.4,22.2,4.1
Mar-14,05:00,84.4,52.7,137.1,19.0,30.7,23.1,3.1,35.4,37.1,71.8,26.4,24.3,21.7,4.4
Mar-14,06:00,146.9,69.0,215.9,14.7,34.7,24.7,4.4,55.0,45.4,98.9,22.2,25.9,22.5,4.9
Mar-14,07:00,186.7,78.9,265.6,13.4,37.9,25.7,5.1,73.5,51.7,123.5,20.1,28.1,23.5,5.3
Mar-14,08:00,172.9,75.9,248.9,16.4,40.0,25.7,4.9,67.3,50.7,114.9,24.4,29.6,24,5.3
Mar-14,09:00,154.7,71.8,226.5,21.9,42.2,25.5,4.6,52.8,45.0,95.1,32.6,30.0,24.4,5.2
Mar-14,10:00,131.3,68.0,199.2,26.9,41.3,24.6,3.9,40.1,40.4,78.1,39.5,29.5,23,4.9
Mar-14,11:00,110.5,64.4,174.9,30.5,39.0,23.2,3.4,30.5,36.4,65.1,45.8,28.4,22.1,4.6
Mar-14,12:00,100.3,62.4,162.9,34.6,36.9,21.1,3.0,25.0,33.9,57.1,50.7,26.5,21,4.4
Mar-14,13:00,95.4,62.2,157.6,36.8,34.7,19.4,3.0,19.7,31.8,49.4,54.8,24.7,17.9,4.2
Mar-14,14:00,91.7,61.7,153.5,37.9,33.2,18.7,2.9,18.0,31.7,47.7,56.3,24.1,17.4,4.6
Mar-14,15:00,95.8,65.3,161.2,36.9,32.8,18.8,2.9,17.8,33.7,49.5,55.7,24.1,16.9,3.9
Mar-14,16:00,96.8,69.8,166.5,33.1,34.0,19.6,2.9,17.0,37.6,52.0,52.4,24.7,17.7,3.8
Mar-14,17:00,102.5,77.2,179.7,26.9,35.7,21.8,3.1,19.0,46.7,63.0,43.9,26.2,19.8,3.9
Mar-14,18:00,118.6,86.0,204.6,20.4,38.7,25.6,3.4,26.8,57.7,82.7,32.8,28.7,22.5,4.1
Mar-14,19:00,113.0,86.0,199.0,18.0,39.9,27.7,3.6,34.2,61.7,94.7,27.0,30.7,25.2,4.3
Mar-14,20:00,96.8,78.6,175.4,17.5,39.5,29.2,3.4,35.6,59.3,93.7,25.9,31.7,27.3,4.2
Mar-14,21:00,89.2,73.5,162.7,17.7,38.6,28.7,3.2,34.5,55.4,88.6,25.8,31.2,26.9,4.2
Mar-14,22:00,88.0,70.7,158.7,17.6,37.5,27.5,3.3,33.0,53.0,84.6,24.9,30.3,26.8,4.2
Mar-14,23:00,79.8,66.2,146.0,18.1,35.6,25.7,3.2,30.8,48.8,78.7,25.7,29.3,25.5,4.1
Apr-14,00:00,39.6,48.1,88.3,26.4,30.2,21.9,1.4,13.7,35.6,49.0,32.3,25.4,20.9,4.6
Apr-14,01:00,33.7,44.0,77.8,27.3,29.6,21.8,1.3,12.4,32.8,45.8,33.0,25.4,21,4.7
Apr-14,02:00,30.5,39.8,70.3,26.7,28.7,21.3,1.1,11.2,30.1,40.8,32.9,24.7,20.2,3.7
Apr-14,03:00,37.8,41.6,79.4,24.7,28.5,20.9,1.4,13.1,30.0,42.4,31.4,23.9,20.2,4.1
Apr-14,04:00,61.0,49.2,110.2,21.0,30.3,22.3,2.1,18.9,33.1,51.6,28.1,24.7,20.7,4.5
Apr-14,05:00,111.5,63.6,175.1,17.0,33.7,24.0,3.1,34.6,40.2,73.9,23.8,26.0,21.7,4.8
Apr-14,06:00,144.2,71.1,215.3,16.9,35.7,24.6,3.6,47.7,44.4,91.5,23.8,27.2,21.9,5.1
Apr-14,07:00,144.6,69.7,214.3,20.7,36.4,23.8,3.7,45.0,43.0,86.2,29.0,27.6,22,5.1
Apr-14,08:00,136.4,68.0,204.3,25.6,36.7,22.9,3.4,38.2,39.2,75.3,36.3,27.9,21.5,5.1
Apr-14,09:00,121.5,65.6,187.1,29.2,35.6,21.6,3.0,29.5,35.4,63.0,43.2,26.1,20.4,4.8
Apr-14,10:00,105.3,62.8,168.2,33.1,34.3,19.7,2.9,24.2,32.4,55.4,49.6,25.6,18.7,4.6
Apr-14,11:00,100.3,62.6,162.9,35.9,33.4,19.0,3.0,21.0,30.4,50.3,54.4,24.9,17.4,4.6
Apr-14,12:00,96.0,61.8,157.7,37.7,32.0,17.7,2.7,18.4,29.0,46.7,57.6,24.3,16.5,4.4
Apr-14,13:00,89.3,60.9,150.3,39.8,30.4,17.2,2.7,15.8,28.1,42.9,60.0,23.6,15.6,4.4
Apr-14,14:00,87.8,61.1,149.0,40.9,29.7,16.8,2.6,15.0,27.8,41.4,61.6,22.9,14.9,4.3
Apr-14,15:00,83.6,61.5,145.1,40.9,28.9,16.7,2.5,14.4,29.0,41.9,61.5,22.8,14.6,4.3
Apr-14,16:00,79.5,61.7,141.2,39.9,27.5,16.0,2.3,14.2,30.6,42.9,58.9,21.1,14.2,4.0
Apr-14,17:00,80.3,63.8,144.0,37.1,26.8,15.5,2.0,13.0,32.9,43.6,55.3,20.9,13.7,4.0
Apr-14,18:00,72.1,64.2,136.3,34.4,27.1,16.5,1.8,12.2,36.9,46.3,49.4,21.4,14.2,3.9
Apr-14,19:00,61.2,63.2,124.5,29.8,28.4,18.1,1.7,11.7,40.6,49.8,42.7,22.5,16,3.9
Apr-14,20:00,59.2,62.1,121.2,27.3,29.0,19.6,1.7,12.7,41.7,51.9,38.2,23.3,17.6,3.9
Apr-14,21:00,64.0,63.0,127.0,25.0,29.9,20.5,1.6,14.0,42.2,54.2,35.3,23.8,18.8,3.9
Apr-14,22:00,57.8,59.8,117.6,23.6,30.4,21.4,1.7,14.3,41.7,54.4,32.7,24.8,20.1,4.0
Apr-14,23:00,49.0,54.4,103.4,24.1,30.3,21.4,1.5,13.3,38.6,51.0,32.5,24.9,20.3,4.0
May-14,00:00,37.1,44.3,82.2,35.1,23.8,17.2,0.7,9.3,31.4,39.3,40.2,19.5,15.9,3.3
May-14,01:00,30.5,41.7,72.2,33.6,23.1,16.5,0.7,8.3,29.9,37.5,39.9,19.1,15.9,3.4
May-14,02:00,27.5,37.4,64.9,32.5,21.9,15.9,0.5,7.3,27.4,34.3,39.6,18.3,15.1,2.8
May-14,03:00,35.7,39.0,74.7,29.6,21.7,15.6,0.8,8.9,27.3,35.8,37.1,17.6,14.9,3.0
May-14,04:00,57.9,46.4,104.3,24.5,23.2,16.5,1.1,14.7,30.5,44.3,33.1,18.4,14.8,3.2
May-14,05:00,97.6,59.3,156.8,21.0,25.4,17.0,1.7,23.0,36.4,56.5,30.6,18.3,14.9,3.5
May-14,06:00,121.2,66.6,187.9,23.3,25.4,15.9,2.1,25.2,39.3,61.2,34.0,17.1,13.9,3.4
May-14,07:00,119.9,65.3,185.2,27.5,24.9,14.3,2.1,25.6,38.3,61.3,39.3,17.3,12.2,3.5
May-14,08:00,119.2,64.3,183.5,31.6,24.6,13.0,2.1,23.5,34.9,55.8,45.7,16.7,11,3.3
May-14,09:00,113.6,62.8,176.4,35.8,24.0,12.0,2.1,18.9,31.3,47.8,51.7,15.8,10.2,3.2
May-14,10:00,104.0,60.4,164.4,38.5,23.5,11.4,1.8,17.5,29.4,44.9,56.0,15.8,9.9,3.0
May-14,11:00,96.2,59.1,155.4,41.7,23.0,10.5,1.9,15.6,27.6,41.4,60.7,15.6,9.6,2.8
May-14,12:00,94.2,59.2,153.5,44.1,23.0,10.7,1.9,14.4,26.2,38.6,63.5,15.8,9.2,2.9
May-14,13:00,93.7,60.1,153.7,45.2,23.7,11.0,2.1,13.3,26.0,37.1,64.9,16.4,9.2,2.7
May-14,14:00,94.3,61.5,155.9,45.4,22.5,11.0,1.9,13.2,27.2,37.8,64.8,15.2,8.8,2.5
May-14,15:00,90.7,61.5,152.3,44.8,22.0,11.3,1.6,13.3,27.4,37.4,64.9,14.9,9,2.5
May-14,16:00,88.0,62.6,150.8,43.4,22.4,11.4,1.7,11.5,28.6,38.2,63.8,15.6,9.1,2.5
May-14,17:00,86.8,63.5,150.4,43.4,22.0,11.5,1.5,9.7,29.4,37.0,62.6,14.7,9.2,2.5
May-14,18:00,76.2,62.6,138.9,42.0,21.9,11.9,1.5,10.3,31.6,38.6,59.6,15.0,9.7,2.6
May-14,19:00,61.0,59.8,120.9,38.8,21.9,12.3,1.1,8.6,34.0,40.3,55.0,15.9,10.9,2.6
May-14,20:00,61.0,59.9,120.9,34.7,22.6,13.7,1.0,9.0,37.0,43.6,48.3,17.0,12,2.5
May-14,21:00,59.5,58.8,118.3,33.1,23.3,14.3,0.9,10.1,37.8,45.1,44.2,18.0,13.2,2.6
May-14,22:00,55.9,57.1,113.0,31.3,23.9,15.4,0.8,10.0,37.2,45.1,42.1,18.2,14.1,2.8
May-14,23:00,47.0,51.8,98.9,31.0,24.5,16.7,0.9,10.0,35.1,43.7,40.6,19.1,15.1,2.8
Jun-14,00:00,38.0,44.0,82.7,28.9,19.2,11.2,2.1,8.2,30.0,39.0,33.4,15.6,11.4,1.9
Jun-14,01:00,30.4,40.5,70.9,28.3,18.5,11.3,1.9,7.8,27.7,36.7,33.0,15.3,11.1,2.4
Jun-14,02:00,29.2,37.3,66.5,26.8,19.0,11.2,1.7,7.8,25.5,33.2,32.2,15.5,11.3,2.3
Jun-14,03:00,40.2,39.5,79.7,22.4,19.0,11.5,1.8,10.7,26.1,36.1,28.8,15.5,11,2.3
Jun-14,04:00,63.4,46.4,109.8,17.9,20.6,12.3,2.3,17.7,28.9,45.8,24.8,16.3,11.2,2.5
Jun-14,05:00,102.4,57.8,160.3,16.6,23.4,14.1,3.1,25.6,33.0,57.2,24.2,16.9,12.3,2.8
Jun-14,06:00,126.2,64.6,190.8,18.8,24.6,14.4,3.7,29.7,36.0,64.8,26.0,17.7,12.5,3.0
Jun-14,07:00,122.1,62.9,185.0,22.4,24.5,13.1,3.8,29.6,35.2,64.3,32.3,17.6,11.4,3.0
Jun-14,08:00,121.2,62.7,183.9,27.0,24.3,11.9,3.8,26.3,32.1,57.3,39.0,17.0,10.8,3.0
Jun-14,09:00,113.5,60.6,174.1,30.6,24.1,11.1,3.7,22.0,28.9,49.9,44.7,16.6,10,2.9
Jun-14,10:00,103.5,59.1,162.6,32.8,23.4,10.9,3.5,20.4,27.0,46.6,48.7,17.4,9.7,2.7
